,t,"c=0.1,k=1.0,m=1.0,d0=0.1","c=0.5,k=0.25,m=3,d0=0.05","c=0.12,k=0.3,m=0.7,d0=0.08","c=0.07,k=0.2,m=5,d0=0.07","c=0.2,k=0.1,m=0.5,d0=0.05","c=0.12,k=0.3,m=2,d0=0.08","c=0.6,k=0.6,m=2,d0=0.09","c=0.2,k=0.4,m=3,d0=0.1"
42,1.05,0.0514376346159071,0.0478478035548926,0.06286692484124345,0.06846966628866706,0.04526988049383232,0.07361016804599077,0.07692178503640229,0.09290567321264151
43,1.075,0.049365691200736195,0.047747954941882824,0.06209984253460884,0.06839639617265438,0.04506151667471062,0.07331000841745863,0.07634169642703399,0.09257227311488435
44,1.1,0.047268107757414475,0.0476460398111361,0.061319442766271375,0.06832144208955172,0.0448496215488306,0.07300343108325644,0.07575168190650607,0.0922317203436526
45,1.125,0.045146257590039915,0.04754207205224294,0.0605259910726402,0.06824480650216473,0.04463425660790368,0.0726904743825816,0.07515192585286438,0.09188405516570428
46,1.1500000000000001,0.0430015257207089,0.04743606560372581,0.059719755343039076,0.06816649191446739,0.04441548316334953,0.07237117719477851,0.07454261308616868,0.09152931837294483
47,1.175,0.04083530799574589,0.04732803445211121,0.058901005738043195,0.06808650087152499,0.04419336234046423,0.07204557893488671,0.07392392883066637,0.09116755127815619
48,1.2000000000000002,0.03864901018740701,0.04721799263100313,0.05807001460755798,0.06800483595941618,0.04396795507266989,0.07171371954914553,0.07329605867717334,0.09079879571068945
49,1.225,0.036444047091632105,0.0471059542201579,0.057227056408663234,0.067921499805154,0.04373932209584503,0.07137563951045586,0.07265918854566747,0.09042309401212191
50,1.25,0.03422184162241643,0.046991933344560505,0.05637240762324537,0.06783649507660577,0.04350752394273619,0.07103137981379919,0.07201350464809998,0.09004048903187836
51,1.2750000000000001,0.031983823903376445,0.04687594417350239,0.05550634667544068,0.06774982448241228,0.043272620937450296,0.07068098197161478,0.07135919345143032,0.08965102412281781
52,1.3,0.029731430357084306,0.04675800091966078,0.05462915384891265,0.06766149077190566,0.0430346731900278,0.07032448800913518,0.07069644164088955,0.08925474313678528
53,1.3250000000000002,0.027466102792743446,0.04663811783817955,0.05374111120398582,0.06757149673502649,0.042793740591096446,0.06996194045968077,0.0700254360834773,0.0888516904201297
54,1.35,0.02518928749278084,0.04651630922575184,0.0528425024946594,0.06747984520223993,0.04254988280660552,0.06959338235991365,0.06934636379169785,0.08844191080918792
55,1.375,0.022902434298927247,0.046392589419704075,0.051933613085522926,0.06738653904445062,0.042303159272640424,0.0692188572450516,0.06865941188753959,0.08802544962573555
56,1.4000000000000001,0.020606995698357715,0.04626697279708198,0.05101472986859685,0.0672915811729169,0.042053629190317465,0.06883840914404256,0.06796476756670347,0.08760235267240492
57,1.425,0.01830442591046305,0.04613947377373809,0.05008614118012048,0.06719497453916388,0.04180135152075866,0.06845208257469984,0.06726261806308491,0.08717266622807067
58,1.4500000000000002,0.015996179974819814,0.04601010680342116,0.04914813671730974,0.06709672213489558,0.04154638498014635,0.06805992253879908,0.06655315061351387,0.08673643704320325
59,1.475,0.013683712840925859,0.0458788863768674,0.048201007455107345,0.06699682699190605,0.04128878803485758,0.06766197451713715,0.06583655242275788,0.08629371233519109
60,1.5,0.01136847846026487,0.045745827020893436,0.047245045562947084,0.06689529218198965,0.04102861889667784,0.06725828446455351,0.06511301062879254,0.08584453978363157
61,1.5250000000000001,0.009051928881260664,0.04561094329749136,0.04628054432155528,0.06679212081685017,0.040765935518094154,0.0668488988049147,0.06438271226834416,0.08538896752559125
62,1.55,0.006735513347679562,0.045474249802925554,0.04530779803981073,0.06668731604800913,0.04050079558766733,0.06643386442606235,0.06364584424270843,0.08492704415083605
63,1.5750000000000002,0.004420677401034142,0.04533576116683157,0.044327101971685406,0.0665808810667131,0.040233256525482944,0.06601322867472545,0.0629025932838501,0.08445881869703169
64,1.6,0.002108861987539303,0.045195492051316996,0.04333875223328802,0.06647281910384001,0.03996337547868104,0.06558703935139694,0.06215314592078749,0.08398434064491471
65,1.625,-0.0001984974298335395,0.045053457150064376,0.042343045720031496,0.06636313342980447,0.03969120931706436,0.0651553447051759,0.06139768844626601,0.0835036599134347
66,1.6500000000000001,-0.0024999717536627964,0.04490967118743623,0.04134028002394678,0.06625182735446226,0.039416814628784484,0.06471819342857502,0.060636406883725014,0.08301682685486816
67,1.675,-0.0047941391282063355,0.04476414891758218,0.04033075335116387,0.06613890422701382,0.03914024771610633,0.06427563465229466,0.059869486954561436,0.08252389224990438
68,1.7000000000000002,-0.007079585808823771,0.04461690512354825,0.03931476443958164,0.06602436743590666,0.03886156459124997,0.06382771793996342,0.059097114045694975,0.08202490730270388
69,1.725,-0.009354907024164865,0.044467954616388417,0.03829261247674766,0.06590822040873698,0.03858082097231015,0.06337449328284633,0.0583194731774375,0.08151992363592972
70,1.75,-0.011618707830604138,0.04431731223427824,0.03726459701796896,0.06579046661215038,0.03829807227925284,0.06291601109452057,0.05753674897167156,0.0810089932857523
71,1.7750000000000001,-0.013869603958407938,0.04416499284163103,0.0362310179046748,0.0656711095517414,0.03801337362998883,0.06245232220551986,0.05674912562034078,0.08049216869682814
72,1.8,-0.01610622264912579,0.04401101132821605,0.03519217518305196,0.06555015277195235,0.03772677983652386,0.06198347785794776,0.05595678685425598,0.07996950271725284
