,t,"R=0.1,L=1.0,C=1.0,I0=0.1,V0=0.3 ","R=0.5,L=0.25,C=0.3,I0=0.05,V0=0.6 ","R=0.7,L=0.1,C=0.1,I0=0.02,V0=0.9 ","R=0.07,L=0.2,C=0.2,I0=0.07,V0=1.0 ","R=0.2,L=0.1,C=1.0,I0=0.05,V0=0.4 ","R=0.12,L=0.3,C=0.7,I0=0.08,V0=0.6 ","R=0.6,L=0.6,C=0.6,I0=0.09,V0=0.2 ","R=0.2,L=0.4,C=0.3,I0=0.1,V0=0.3 "
24,0.6000000000000001,-0.08701647100793612,-0.34313044636530016,0.07487785582495801,-0.1914618291671999,-0.7277540883371723,-0.7749660305159056,-0.10522726224072529,-0.24243837438002816
25,0.625,-0.09434756117297317,-0.31865559655775444,0.04717908010455732,-0.07937657816832833,-0.6974416164525998,-0.7853901245725025,-0.10997421940740439,-0.243824334824549
26,0.65,-0.10160145599239795,-0.29278602794319725,0.02123610446307661,0.03296544681604078,-0.6643578865807377,-0.7933852518263941,-0.11441544042682163,-0.2439316118565261
27,0.675,-0.10877382042749288,-0.26579989473829924,-0.0017531930966386707,0.1438165964009118,-0.6288396386165405,-0.7989519103305512,-0.11855086018229055,-0.24277553452041398
28,0.7000000000000001,-0.11586038115379864,-0.23797085503407492,-0.020951720090431808,0.2514676095514652,-0.5912220233344739,-0.8020977829665877,-0.12238093941262848,-0.24037777761927373
29,0.7250000000000001,-0.12285692907437414,-0.20956606720832374,-0.03587299482417575,0.3542738352447366,-0.5518366377677122,-0.8028376432083923,-0.12590665093887393,-0.23676617074820716
30,0.75,-0.12975932178669136,-0.18084433684997006,-0.04635260668466739,0.4506802218731214,-0.5110096780564906,-0.8011932408308471,-0.12912946535318406,-0.23197447785715078
31,0.775,-0.1365634860017413,-0.15205442190688864,-0.05250588769300532,0.5392446968747218,-0.46906021529154435,-0.7971931681015533,-0.13205133620772533,-0.22604214884958876
32,0.8,-0.1432654199139589,-0.12343350210748812,-0.05467642337444128,0.6186595873747719,-0.4262985988596361,-0.7908727070459202,-0.13467468474129263,-0.21901404484970727
33,0.8250000000000001,-0.14986119552061272,-0.09520581707688607,-0.05337981051263836,0.6877707661007256,-0.38302499080146707,-0.7822736584261298,-0.13700238418125577,-0.2109401388864624
34,0.8500000000000001,-0.1563469608893359,-0.06758147598263649,-0.04924663286477143,0.7455942449257223,-0.33952803372279977,-0.771444153122257,-0.13903774365822869,-0.20187519384850022
35,0.875,-0.16271894237251347,-0.040755440013408514,-0.042968032992137264,0.791329980469122,-0.2960836538619411,-0.758438446649076,-0.1407844917706009,-0.1918784196584304
36,0.9,-0.1689734467672765,-0.014906677526557496,-0.035246567942294096,0.8243727015501773,-0.25295400001501217,-0.743316697584714,-0.14224675983575022,-0.18101311169826056
37,0.925,-0.17510686341988987,0.009802509694008536,-0.026754303636405026,0.8443196162182083,-0.21038651815843848,-0.7261447307272227,-0.14342906486438747,-0.169346272589563
38,0.9500000000000001,-0.1811156662733601,0.033226991942159986,-0.018099376089480985,0.85097490580288,-0.16861316078907437,-0.7069937858322305,-0.1443362922940553,-0.15694821949192703
39,0.9750000000000001,-0.18699641585712617,0.055239152955020035,-0.009801567484913254,0.8443509641532848,-0.12784972922933138,-0.6859402528190413,-0.1449736785173299,-0.1438921791313025
40,1.0,-0.19274576121773607,0.07572907237189012,-0.0022768429461245947,0.8246663911676361,-0.08829534641994745,-0.6630653943637725,-0.1453467932397452,-0.13025387280584316
41,1.0250000000000001,-0.19836044178945222,0.09460455555452028,0.004169708565788798,0.7923408000633568,-0.05013205704879659,-0.638455056826338,-0.14546152170189056,-0.11611109364079716
42,1.05,-0.20383728920376595,0.11179101797076649,0.00934347580825574,0.7479865468230554,-0.013524551241967992,-0.612199370483184,-0.1453240467995103,-0.101543278375871
43,1.075,-0.20917322903684699,0.12723123217380086,0.013153689250752942,0.6923975371260989,0.021379992525514285,-0.5843924400596937,-0.14494083113477785,-0.08663107596841636
44,1.1,-0.2143652824939897,0.14088494613339153,0.015601927413206196,0.6265353101284001,0.05445195015655475,-0.5551320265749937,-0.1443185990312129,-0.0714559152839001
45,1.125,-0.21941056803016418,0.1527283822937062,0.016767200997769124,0.5515126390247146,0.0855791856136215,-0.5245192215275427,-0.1434643185439723,-0.056099574121622545
46,1.1500000000000001,-0.22430630290581755,0.16275362724372117,0.01678901501027908,0.46857492481820934,0.11466688127744613,-0.49265811446233054,-0.14238518349646875,-0.0406437517888139
47,1.175,-0.22904980467711877,0.17096792229269384,0.015849699609293274,0.37907969159996874,0.14163727105553825,-0.45965545496974963,-0.14108859557346365,-0.02516964739039454
48,1.2000000000000002,-0.23363849261987857,0.17739286554612682,0.01415713491269176,0.28447451845125604,0.1664292826096939,-0.4256203101722326,-0.13958214649993755,-0.009757545945184659
49,1.225,-0.23806988908642232,0.18206353627975674,0.011928791873144221,0.1862737644514983,0.18899809531475514,-0.3906637187576191,-0.13787360033417173,0.005513585627357702
50,1.25,-0.24234162079473595,0.18502755251366235,0.009377788228092255,0.08603445892033136,0.20931462075189955,-0.35489834261787845,-0.13597087590257748,0.020566490682255547
51,1.2750000000000001,-0.24645142004924855,0.18634407269948564,0.006701431371770418,-0.014668261250426884,0.2273649126799094,-0.31843811714838893,-0.1338820294028854,0.0353260013040562
52,1.3,-0.25039712589266255,0.18608275235548197,0.004072502393628248,-0.1142657816089982,0.24314951351896003,-0.28139790125643116,-0.13161523720136223,0.049719401254232284
53,1.3250000000000002,-0.25417668518828185,0.18432266632164993,0.0016333383571897862,-0.21122032424689424,0.25668274442522265,-0.24389312811798247,-0.12917877884875556,0.0636767717258122
54,1.35,-0.2577881536323386,0.18115120706596144,-0.0005073988780673447,-0.3040485709869696,0.2679919460330589,-0.20603945770934845,-0.1265810203386839,0.07713131832998424
55,1.375,-0.2612296966958592,0.17666296915851606,-0.00227551429451566,-0.39134423465154994,0.2771166768970599,-0.16795243212468564,-0.12383039763118478,0.0900196778561029
56,1.4000000000000001,-0.2644995904956593,0.17095862964939662,-0.003629978310766834,-0.4717992368941537,0.28410787658093317,-0.12974713467218324,-0.12093540046312255,0.10228220346927332
57,1.425,-0.26759622259409965,0.1641438336444558,-0.004559942586845602,-0.5442231757028179,0.2890270002168598,-0.09153785372058415,-0.11790455646612638,0.11386322713785256
58,1.4500000000000002,-0.27051809272728317,0.1563280938777573,-0.005080513415400223,-0.6075607950164277,0.29194513119998045,-0.05343775224400726,-0.11474641561169299,0.12471129821600757
59,1.475,-0.2732638134614156,0.14762371253658543,-0.005227723240999687,-0.6609072024409647,0.2929420784908525,-0.015558543986724488,-0.11146953500204365,0.1347793972431883
60,1.5,-0.27583211077710057,0.1381447330115365,-0.005053115861545377,-0.7035206182523795,0.2921054647768307,0.021989822859222144,-0.108082464024271,0.14402512416225058
61,1.5250000000000001,-0.27822182458138395,0.12800592862693957,-0.0046183161866984995,-0.7348324791170027,0.28952981149414986,0.059099473601806556,-0.1045937298842582,0.15241086030022388
62,1.55,-0.2804319091474084,0.11732183476238042,-0.003989896767714613,-0.7544547625973616,0.2853156264389131,0.0956649057938146,-0.10101182353579292,0.159903903599617
63,1.5750000000000002,-0.28246143348158403,0.10620583011099023,-0.0032347862617265605,-0.7621844428575687,0.2795684994000428,0.13158327798175942,-0.09734518601924096,0.16647657673290536
64,1.6,-0.28430958161822745,0.09476927214081347,-0.0024163947229551733,-0.7580050333343001,0.27239821093340133,0.16675468770348753,-0.09360219522308832,0.17210630787770184
65,1.625,-0.28597565284166654,0.08312069113820136,-0.0015915616485315692,-0.7420852177833722,0.2639178590665489,0.20108243801841547,-0.08979115308060545,0.17677568407432243
66,1.6500000000000001,-0.2874590618358525,0.07136504652276598,-0.0008083687716326254,-0.71477461633637,0.2542430083807686,0.2344732918953993,-0.08592027321284022,0.18047247723027768
67,1.675,-0.2887593387615679,0.059603048437669476,-0.00010480352874271414,-0.676596777307688,0.24349086556377533,0.2668377138259103,-0.08199766902810418,0.1831896429769378
68,1.7000000000000002,-0.2898761292613625,0.04793054694230956,0.0004917871343298217,-0.6282395278042222,0.2317794851655956,0.29809009807429976,-0.07803134228708168,0.1849252927215219
69,1.725,-0.29080919439239483,0.03643799047185206,0.0009645483467030419,-0.5705428560660393,0.21922700892404218,0.3281489830223519,-0.07402917214167026,0.1856826393719783
70,1.75,-0.29155841048740094,0.025209954584241218,0.0013063942671294002,-0.5044845353083073,0.2059509416574722,0.35693725111190117,-0.06999890465464606,0.18546991734259807
71,1.7750000000000001,-0.2921237689440571,0.014324741394618463,0.0015188439036241232,-0.4311637320966805,0.19206746635351837,0.3843823139368514,-0.06594814280624967,0.18430027757371617
72,1.8,-0.29250537594304565,0.0038540495033888528,0.0016105530227482148,-0.3517828714845515,0.17769080071544732,0.4104162820843822,-0.061884336992802956,0.18219165841901394
73,1.8250000000000002,-0.2927034520951799,-0.006137286338974795,0.0015956746775309671,-0.2676280558529611,0.16293259706488655,0.4349761193742509,-0.057814776021496504,0.17916663336818622
74,1.85,-0.2927183320179834,-0.015591487116843609,0.0014921693818269798,-0.18004835427760255,0.1479013871428943,0.45800378119478846,-0.053746578604535335,0.17525223668056278
75,1.875,-0.29255046384216515,-0.024457954763781896,0.0013201694008531785,-0.09043429403537093,0.1327020730025541,0.47944633668426834,-0.04968668535489642,0.1704797681061913
76,1.9000000000000001,-0.2922004086484743,-0.03269333294080277,0.001100481769038402,-0.00019589537002622303,0.117435464847258,0.4992560745566564,-0.04564185128503393,0.16488457796447156
77,1.925,-0.29166883983545766,-0.04026150602743012,0.000853293149738455,0.08925940523904943,0.10219786634112657,0.5173905924211721,-0.04161863880897466,0.1585058339362751
78,1.9500000000000002,-0.29095654241869023,-0.04713353934715731,0.0005971180059286091,0.17654859933648723,0.08708070760308423,0.5338128694954613,-0.037623411247372916,0.15138627100324922
79,1.975,-0.290064412262084,-0.05328756397887138,0.0003480110152147857,0.26033438091878125,0.07217022579525917,0.548491322662336,-0.0336623268342383,0.1435719260373874
80,2.0,-0.28899345524192716,-0.058708609792469175,0.00011904622959241118,0.3393455254625106,0.057547192930718576,0.561399845869857,-0.029741333223228392,0.13511185860468802
81,2.025,-0.28774478634434164,-0.0633883905900174,-7.995013587734021e-05,0.41239606473281193,0.043286690256139924,0.5725178329238426,-0.02586616249058684,0.12605785959862384
82,2.0500000000000003,-0.2863196286968895,-0.06732504543354925,-0.00024243876236994719,0.47840296995184917,0.029457928312647166,0.5818301837705772,-0.02204232663103288,0.11646414936203614
83,2.075,-0.284719312535097,-0.07052284039743967,-0.00036501253488326963,0.5364020815859852,0.01612411154346,0.5893272944153863,-0.01827511354215359,0.10638706698984973
84,2.1,-0.28294527410470344,-0.07299183509807655,-0.0004470880270730997,0.5855620535321938,0.003342346100745287,0.5950050306697616,-0.014569583492119035,0.0958847525296052
85,2.125,-0.28099905450048074,-0.07474751842736858,-0.0004904854558736521,0.6251961123567513,-0.008836410693431157,0.5988646859656579,-0.010930566064845866,0.08501682381222565
86,2.15,-0.27888229844250706,-0.07581041795089424,-0.0004989389702318998,0.654771467922598,-0.020367360955603847,0.6009129235204014,-0.007362657576056622,0.07384404965169164
87,2.1750000000000003,-0.2765967529908147,-0.0762056874278585,-0.00047757639092760047,0.6739162496569747,-0.031211838801657343,0.6011617031791483,-0.0038702189530365754,0.06242802114948775
88,2.2,-0.2741442661993678,-0.07596267687035652,-0.00043240298097286807,0.6824238822495561,-0.04133724688262583,0.5996281933039441,-0.00045737407027798577,0.050830822827927245
89,2.225,-0.27152678571036126,-0.07511448948582858,-0.00036981804469021496,0.6802548551048979,-0.05071695903919932,0.5963346681190398,0.0028719914673954214,0.03911470529592604
90,2.25,-0.2687463572898688,-0.0736975297412831,-0.00029618665772298934,0.6675358807630852,-0.05933019132048604,0.591308390961098,0.006114231103182053,0.02734176112171176
91,2.275,-0.26580512330589917,-0.07175104665326132,-0.0002174821051528255,0.6445564781107388,-0.06716184369582456,0.5845814839201886,0.009265937677628976,0.01557360554955641
92,2.3000000000000003,-0.2627053211499552,-0.06931667624614521,-0.0001390080709784889,0.6117630559024221,-0.0742023148534386,0.5761907843929346,0.012323943358925046,0.0038710636522263477
93,2.325,-0.2594492816032211,-0.06643798693588275,-6.520362144776156e-05,0.5697506102912544,-0.08044729252696138,0.5661776891027251,0.015285319164625524,-0.007706134542225521
94,2.35,-0.25603942714853645,-0.06316003138920623,4.7118618884829626e-07,0.5192521861471571,-0.08589752182092282,0.5545879861734977,0.018147374085716005,-0.01909964947107274
95,2.375,-0.25247827022934693,-0.059528908182682944,5.557548859453399e-05,0.46112628537946937,-0.09055855401982897,0.5414716758731254,0.020907653824335907,-0.030252816593943847
96,2.4000000000000004,-0.248768411456849,-0.055591336344203886,9.86632161337021e-05,0.39634243578104833,-0.09444047836320237,0.526882780669861,0.023563939156863296,-0.0411109187490143
97,2.4250000000000003,-0.24491253776657898,-0.051394245604535545,0.000129205867981414,0.3259651606300957,-0.09755763925167903,0.5108791452705266,0.02611424393441846,-0.051621445050838544
98,2.45,-0.24091342052572134,-0.04698438492104462,0.00014747534801050065,0.2511366120398081,-0.09992834131780295,0.49352222733213963,0.028556812733165196,-0.06173433515755932
99,2.475,-0.2367739135924419,-0.042407951562329994,0.00015439995633284418,0.1730581495156668,-0.10157454475040878,0.47487687955940694,0.03089011816708486,-0.07140220782547174
100,2.5,-0.2324969513285778,-0.03771024276386042,0.00015140606025341796,0.09297115911599121,-0.10252155320436754,0.45501112391892184,0.03311285787616391,-0.0805805727636675
101,2.5250000000000004,-0.2280855465670387,-0.03293533168334412,0.00014025677462500586,0.012137417836423477,-0.10279769655892028,0.4339959187169718,0.035223951203171594,-0.08922802490014387
102,2.5500000000000003,-0.2235427885353042,-0.028125769102863584,0.0001228973332220881,-0.06818068774915483,-0.10243401070883942,0.41190491930156536,0.03722253557241391,-0.09730642027279046
103,2.575,-0.21887184073642021,-0.02332231204510069,0.00010131489678796206,-0.14673977998664156,-0.10146391648420758,0.3888142331605784,0.0391079625840309,-0.10478103286352052
104,2.6,-0.21407593878892445,-0.01856368019542913,7.741847644651917e-05,-0.2223346423928336,-0.09992289969770014,0.3648021701968556,0.04087979383755514,-0.11162069180085761
105,2.625,-0.20915838822715271,-0.013886340752297152,5.2942592137318855e-05,-0.2938166121607805,-0.09784819421390326,0.3399489889675886,0.04253779649857601,-0.11779789846500882
106,2.6500000000000004,-0.20412256226339628,-0.009324322067050878,2.9376350801667803e-05,-0.36011093378125636,-0.09527846982438452,0.314336639679421,0.04408193862245383,-0.12328892313921744
107,2.6750000000000003,-0.19897189951340374,-0.00490905618288454,7.917908661002822e-06,-0.4202328132147582,-0.09225352659596173,0.28804850473245847,0.04551238424909716,-0.128073880961428
108,2.7,-0.19370990168673757,-0.0006692501425130845,-1.0547160227657166e-05,-0.4733019345074765,-0.08881399723884797,0.26116913760571636,0.046829488282867274,-0.1321367870404576
109,2.725,-0.188340131243515,0.003369214293159803,-2.5446193289834103e-05,-0.5185552267073814,-0.08500105891705514,0.23378400087358073,0.048033791171690335,-0.1354655907103359
110,2.75,-0.18286620901908074,0.00718335308643496,-3.650186774818424e-05,-0.5553576979691348,-0.08085615579653209,0.20597920413755685,0.04912601339945842,-0.13805218900474903
111,2.7750000000000004,-0.17729181181817322,0.010753125293616194,-4.3700604084000065e-05,-0.5832111853610631,-0.07642073349790761,0.1778412426500353,0.05010704980577034,-0.13989241954000323
112,2.8000000000000003,-0.17162066998016304,0.01406145231692513,-4.725099846983281e-05,-0.601760902590032,-0.07173598649126307,0.1494567373970306,0.0509779637470131,-0.14098603309912203
113,2.825,-0.16585656491695325,0.01709421215498618,-4.753625592117374e-05,-0.610799703099066,-0.06684261934090328,0.12091217739488437,0.05173998111271202,-0.14133664631107606
114,2.85,-0.1600033266251516,0.01984020991791791,-4.50643004714077e-05,-0.6102700122069593,-0.061780622579427256,0.09229366494187762,0.0523944842109798,-0.14095167491722654
115,2.875,-0.15406483117412512,0.022291126004119206,-4.0418780969509485e-05,-0.6002634185779376,-0.0565890638632484,0.06368666454955359,0.052943005536780066,-0.13984224821139218
116,2.9000000000000004,-0.14804499817157107,0.024441443449151067,-3.42136232910515e-05,-0.5810179517600482,-0.05130589493680202,0.03517575626046795,0.05338722143658101,-0.138023105330062
117,2.9250000000000003,-0.14194778820824008,0.0262883560526326,-2.705315190368138e-05,-0.5529131082486429,-0.04596777481063597,0.006844394039046287,0.05372894568281911,-0.13551247415477605
118,2.95,-0.13577720028345602,0.027831658966883797,-1.9499161289245964e-05,-0.5164627229674456,-0.04060990944002464,-0.021225330099614588,0.0539701229714146,-0.13233193366918736
119,2.975,-0.12953726921309341,0.029073623491391237,-1.204569968247753e-05,-0.4723058156904666,-0.03526590807623121,-0.04895291558176312,0.05411282235538647,-0.12850626068845525
120,3.0,-0.12323206302166699,0.030018857860405337,-5.101765276337963e-06,-0.42119557226216847,-0.029967656352552965,-0.07625967577186704,0.05415923062740153,-0.12406326194806941
121,3.0250000000000004,-0.11686568032020708,0.030674155837584927,1.0183684071455392e-06,-0.3639866480594867,-0.024745206062292933,-0.10306895288521908,0.05411164566386285,-0.1190335926026923
122,3.0500000000000003,-0.11044224767159007,0.031048334942179883,6.09787095908447e-06,-0.3016210055730418,-0.019626681486180977,-0.12930632475545187,0.05397246974289803,-0.1134505622428626
123,3.075,-0.10396591694499815,0.031152066126481488,1.0014079048941935e-05,-0.23511251891374765,-0.014638202032877865,-0.15489980292586866,0.053744202848346426,-0.10734992958822105
124,3.1,-0.09744086266119202,0.03099769670496124,1.273037514543823e-05,-0.16553059518073499,-0.009803820868329541,-0.17978002156441997,0.053429435971570904,-0.10076968706011315
125,3.125,-0.09087127933026994,0.03059906830252563,1.4284462092119076e-05,-0.09398307572362254,-0.00514547912812322,-0.20388041673434304,0.05303084442263017,-0.09374983647383535
126,3.1500000000000004,-0.0842613787835993,0.029971331543574908,1.4774280963390313e-05,-0.021598689228777276,-0.0006829752318469218,-0.22713739558566734,0.052551181162048065,-0.0863321571213372
127,3.1750000000000003,-0.07761538750159819,0.02913075914606004,1.4342753786114277e-05,0.050490666846780316,0.003566051250109868,-0.24949049506696422,0.05199327016410251,-0.07855996753876662
128,3.2,-0.07093754393904346,0.028094559016523815,1.316241004507205e-05,0.12116753971223554,0.00758612178874443,-0.27088252979172894,0.05135999982223368,-0.07047788226984422
129,3.225,-0.06423209584958592,0.026880688864267328,1.1420792517541097e-05,0.1893461568136357,0.01136390781416918,-0.29125972872953276,0.05065431640683672,-0.06213156494565707
130,3.25,-0.057503297611138565,0.025507673766402714,9.30734975664099e-06,0.2539890190482376,0.014888207073812129,-0.3105718604284485,0.04987921758536136,-0.05356747900410982
131,3.2750000000000004,-0.05075540755381033,0.023994428021755682,7.002324191052364e-06,0.31412259941656423,0.01814990818767538,-0.32877234651212883,0.049037746014288695,-0.0448326373680544
132,3.3000000000000003,-0.04399268529204483,0.02236008253149108,4.667949269731174e-06,0.368851911001889,0.02114194419225901,-0.34581836323218473,0.04813298301219611,-0.03597435239011215
133,3.325,-0.03721938906261642,0.020623818839069875,2.442087056035874e-06,0.41737372779059756,0.023859235893243867,-0.361670930894056,0.04716804232275462,-0.02703998735458006
134,3.35,-0.030439773070136317,0.018804710852816785,4.3427737902367003e-07,0.4589882646631252,0.02629862586912454,-0.37629499101228037,0.04614606397613091,-0.018076710802728505
135,3.375,-0.0236580848417001,0.01692157516206631,-1.2759632645018042e-06,0.49310914851162785,0.028458803983878945,-0.3896594710888255,0.04507020825688757,-0.009131254917452132
136,3.4000000000000004,-0.016878562592310572,0.014992830743623706,-2.6388572100878295e-06,0.5192715404546232,0.030340225276644046,-0.40173733694585445,0.043943649786093775,-0.00024967916689241004
137,3.4250000000000003,-0.010105432602691427,0.013036368740144392,-3.6324305292350866e-06,0.5371382990643492,0.03194502110048677,-0.41250563258181944,0.042769571724971284,0.008522859635471494
138,3.45,-0.003342906611094959,0.011069432876980215,-4.259302704000457e-06,0.546504105917669,0.03327690438096051,-0.42194550755703464,0.04155116010701221,0.017142329744334755
139,3.475,0.003404820779297026,0.00910851096999807,-4.5425889151622086e-06,0.5472975071253936,0.03434106985850108,-0.43004223195172786,0.0402915983051134,0.025566038312479868
140,3.5,0.010133574675807038,0.007169237864715306,-4.52129113668e-06,0.5395808572772496,0.03514409016714245,-0.4367851989759453,0.03899406163987868,0.03375283563743766
141,3.5250000000000004,0.01683920245295975,0.005266310037645446,-4.245522992014643e-06,0.5235481849472033,0.035693808585823744,-0.4421679153464482,0.03766171213484725,0.04166330888723007
142,3.5500000000000003,0.023517576288897158,0.0034134119847564733,-3.77186742972575e-06,0.49952103102892764,0.03599922927804999,-0.4461879795808111,0.03629769342401146,0.04925996443362007
143,3.575,0.030164595679980984,0.0016231544201075576,-3.1591106883258106e-06,0.46794234221985664,0.03607040581118695,-0.44884704839321143,0.034905125816594454,0.056507397991052734
144,3.6,0.03677618993206109,-9.297578932444994e-05,-2.4645354698412944e-06,0.4293685314715163,0.03591832871856127,-0.4501507914097899,0.033487101523665394,0.06337245183252724
145,3.625,0.043348320626920456,-0.0017246541183420453,-1.7408949784349706e-06,0.3844598447287468,0.03555481283615009,-0.4501088344538748,0.032046680050780076,0.06982435842954739
146,3.6500000000000004,0.04987698406241309,-0.0032627455593614925,-1.0341311135604678e-06,0.33396919838122496,0.03499238511132729,-0.4487346916827126,0.030586883760445778,0.07583486994164905
147,3.6750000000000003,0.05635821366483995,-0.004699320810668628,-3.818475006679639e-07,0.27872967417814215,0.034244173544242015,-0.44604568688755236,0.029110693607825252,0.08137837306134828
148,3.7,0.06278808237212868,-0.006027661881473436,1.874967277255695e-07,0.2196408775884267,0.033323797883286765,-0.44206286429791153,0.02762104505271289,0.08643198880225667
149,3.725,0.06916270498639676,-0.007242257584382486,6.547421261530082e-07,0.1576543814526183,0.032245262655115875,-0.4368108892585327,0.026120824150439002,0.09097565690113342
150,3.75,0.0754782404945129,-0.008338789445100428,1.0096287708581602e-06,0.09375848905120565,0.03102285306714072,-0.4303179391738583,0.02461286382398644,0.09499220458833323
151,3.7750000000000004,0.08173089435528247,-0.009314108611169677,1.249952719063324e-06,0.028962559248614614,0.029671034276690985,-0.42261558513973524,0.02309994031923553,0.09846739956503392
152,3.8000000000000003,0.087916920751915,-0.010166204386295796,1.3803983883036128e-06,-0.03571885893817718,0.028204354476415516,-0.41373866470545895,0.02158476984489383,0.10138998710934426
153,3.825,0.09403262480845655,-0.010894165054272955,1.4111654844114478e-06,-0.09928183419138176,0.02663735220031723,-0.40372514623111116,0.020070005398309713,0.10375171131647022
154,3.85,0.1000743647688881,-0.011498131686768255,1.3565017804708524e-06,-0.16074855806594457,0.024984468209378025,-0.39261598532541153,0.018558233778023597,0.10554732056014098
155,3.875,0.10603855413762941,-0.011979245652356378,1.2332405504152867e-06,-0.21918230922416815,0.023259962270317517,-0.3804549738679136,0.017051972783566318,0.10677455734304438
156,3.9000000000000004,0.11192166378020336,-0.0123395905603707,1.0594253332102294e-06,-0.27370164895079263,0.021477835095924592,-0.36728858213632215,0.015553668602682693,0.10743413278270718
157,3.9250000000000003,0.11772022398285117,-0.012582129382565824,8.530864492776128e-07,-0.3234936340954825,0.019651755670857803,-0.3531657945749382,0.014065693385832218,0.10752968605568118
158,3.95,0.12343082646991738,-0.012710637498519849,6.312146925900221e-07,-0.36782585071864754,0.017794994143076354,-0.3381379397537321,0.012590343007499998,0.1070677291967102
159,3.975,0.12905012637784577,-0.012729632407435746,4.0895908276228337e-07,-0.4060570917525437,0.01592036041836607,-0.32225851507927533,0.011129835013544937,0.10605757772039122
160,4.0,0.13457484418466859,-0.01264430083985942,1.9905846523739896e-07,-0.43764652459626785,0.014040148553968566,-0.3055830068287178,0.009686306753509481,0.10451126760038647
161,4.025,0.14000176759389055,-0.012460423988178147,1.150183780982974e-08,-0.46216121936691645,0.012166087007306798,-0.28816870608615663,0.008261813696527114,0.10244345920517799
162,4.05,0.1453277533717078,-0.01218430155498407,-1.4659994231209837e-07,-0.4792819351251781,0.01030929475739214,-0.27007452116711356,0.006858327929180965,0.0998713288493977
163,4.075,0.15054972913653358,-0.0118226752938951,-2.709576888755273e-07,-0.48880708935338346,0.008480243279856876,-0.25136078712140403,0.005477736833396483,0.09681444867565218
164,4.1000000000000005,0.15566469509982786,-0.01138265268864805,-3.5989553768390446e-07,-0.4906548648410182,0.006688724321821151,-0.23208907290746023,0.004121841942190242,0.09329465563325563
165,4.125,0.16066972575727043,-0.010871631383658643,-4.140269855765226e-07,-0.48486343747047955,0.004943823390082918,-0.2123219868321644,0.002792357970844144,0.08933591036717153
166,4.15,0.16556197152934515,-0.010297224943233353,-4.358523563885947e-07,-0.4715893377344491,0.0032538988355315652,-0.19212298084945761,0.0014909120208355497,0.08496414687256247
167,4.175,0.17033866035043255,-0.00966719047767632,-4.2931326834641225e-07,-0.4511039876999429,0.0016265663882948423,-0.17155615430850404,0.0002190429536225864,0.08020711380749879
168,4.2,0.17499709920555648,-0.008989358633118824,-3.993364187151231e-07,-0.4237884831180107,6.868897201285104e-05,-0.15068605773788019,-0.00102179906883616,0.07509420838844297
169,4.2250000000000005,0.17953467561394762,-0.008271566398469658,-3.5139442277129325e-07,-0.39012671703533186,-0.0014136283981621089,-0.1295774972463903,-0.002230252880155706,0.06965630382002178
170,4.25,0.18394885905863592,-0.007521593137888001,-2.911060184200063e-07,-0.3506969661919046,-0.0028150388506912273,-0.1082953401134332,-0.003405046445719995,0.06392557123222242
171,4.275,0.1882372023613136,-0.006747100211062703,-2.2389212047652156e-07,-0.3061620843154977,-0.004130949261825834,-0.08690432213268312,-0.004544996842712544,0.05793529711448271
172,4.3,0.1923973430017435,-0.005955574496770969,-1.5469837663416763e-07,-0.2572584668121621,-0.005357511481474597,-0.06546885726201059,-0.005649010087871393,0.05171969724715028
173,4.325,0.19642700438103394,-0.005154276088096026,-8.778937384824355e-08,-0.20478396900727244,-0.006491609447756229,-0.044052850120252604,-0.0067160808170250875,0.045313728136475634
174,4.3500000000000005,0.20032399702812584,-0.0043501903807114835,-2.661473041089091e-08,-0.14958497476302934,-0.007530842469260497,-0.022719511857632775,-0.007745291820616297,0.03875289695972778
175,4.375,0.2040862197488847,-0.0035499847291557405,2.6256829062361666e-08,-0.09254282378378502,-0.00847350496378618,-0.001531179911405462,-0.00873581343956727,0.03207307102221775
176,4.4,0.20771166071722238,-0.002759969800384732,6.914256962178694e-08,-0.034559814069640135,-0.00931856294982867,0.01945085785831281,-0.009686902825969963,0.02531028771810111
177,4.425,0.2111983985077101,-0.001986065709431877,1.0119948795140151e-07,0.02345499930619495,-0.01006562759242937,0.04016653417541664,-0.010597903073204991,0.018500565971903412
178,4.45,0.21454460306918904,-0.0012337729790203088,1.2233758335160326e-07,0.08059998668334731,-0.01071492610823636,0.06055716803945742,-0.01146824222020618,0.011679720117909862
179,4.4750000000000005,0.21774853663891275,-0.0005081483237509493,1.3310410199868908e-07,0.13599488737916263,-0.011267270335848093,0.08056562466438433,-0.01229743213468398,0.004883177150067334
180,4.5,0.22080855459680349,0.00018621477973210633,1.3455001710063133e-07,0.18879429977850778,-0.0117240232768124,0.10013646924810461,-0.013085067280210888,-0.001854201753985863
181,4.525,0.22372310625943748,0.0008452008121893141,1.2808921267927723e-07,0.23820051230902758,-0.012087063910122464,0.11921611417900717,-0.013830823372150131,-0.008498294564479078
182,4.55,0.22649073561341118,0.001465182331010931,1.1535957436586876e-07,0.2834754816942849,-0.012358750578803663,0.13775295930890252,-0.014534455927476481,-0.015015885753800104
183,4.575,0.22911008198778784,0.0020430256313804813,9.809360428364494e-08,0.3239517798123357,-0.012541883241321843,0.15569752494611014,-0.015195798713595025,-0.02137482688193668
