,R,L,C,U,w,phi0,U/I,phi0-phi1
23619,1.25,0.1344444453716278,0.125,11.0,10.5,0.5,1.4087904675640968,0.4793693522186774
23620,1.25,0.1344444453716278,0.125,11.0,11.0,0.0,1.4585718005049337,0.5413703295285894
23621,1.25,0.1344444453716278,0.125,11.0,11.0,0.125,1.4585702210205902,0.5413696701673676
23622,1.25,0.1344444453716278,0.125,11.0,11.0,0.25,1.4585705513586391,0.5413697307341965
23623,1.25,0.1344444453716278,0.125,11.0,11.0,0.375,1.458570711355141,0.5413697124409605
23624,1.25,0.1344444453716278,0.125,11.0,11.0,0.5,1.4585707998554471,0.5413696658771486
23625,1.25,0.1344444453716278,0.15000000596046448,9.0,9.0,0.0,1.3351821567909052,0.35912857599331743
23626,1.25,0.1344444453716278,0.15000000596046448,9.0,9.0,0.125,1.3351807718198623,0.35912805581755636
23627,1.25,0.1344444453716278,0.15000000596046448,9.0,9.0,0.25,1.3351795402534292,0.35912783159821743
23628,1.25,0.1344444453716278,0.15000000596046448,9.0,9.0,0.375,1.3351800019094677,0.35912782199862064
23629,1.25,0.1344444453716278,0.15000000596046448,9.0,9.0,0.5,1.3351821567909055,0.3591275454530089
23630,1.25,0.1344444453716278,0.15000000596046448,9.0,9.5,0.0,1.376104549647512,0.43144768156662056
23631,1.25,0.1344444453716278,0.15000000596046448,9.0,9.5,0.125,1.3761049208550615,0.43144774948245956
23632,1.25,0.1344444453716278,0.15000000596046448,9.0,9.5,0.25,1.3761078989783235,0.4314480945651316
23633,1.25,0.1344444453716278,0.15000000596046448,9.0,9.5,0.375,1.3761052427052636,0.4314476611052849
23634,1.25,0.1344444453716278,0.15000000596046448,9.0,9.5,0.5,1.3761044289537727,0.43144762350619825
23635,1.25,0.1344444453716278,0.15000000596046448,9.0,10.0,0.0,1.4219294807165572,0.4968522974407288
23636,1.25,0.1344444453716278,0.15000000596046448,9.0,10.0,0.125,1.421929595301475,0.49685230313408557
23637,1.25,0.1344444453716278,0.15000000596046448,9.0,10.0,0.25,1.421929607647703,0.49685227087140893
23638,1.25,0.1344444453716278,0.15000000596046448,9.0,10.0,0.375,1.4219294908951654,0.49685222735587203
23639,1.25,0.1344444453716278,0.15000000596046448,9.0,10.0,0.5,1.4219293964047939,0.4968522054319697
23640,1.25,0.1344444453716278,0.15000000596046448,9.0,10.5,0.0,1.4716792602314763,0.5560048653126494
23641,1.25,0.1344444453716278,0.15000000596046448,9.0,10.5,0.125,1.4716775782467468,0.5560041386245187
23642,1.25,0.1344444453716278,0.15000000596046448,9.0,10.5,0.25,1.4716775318846713,0.5560041139820502
23643,1.25,0.1344444453716278,0.15000000596046448,9.0,10.5,0.375,1.4716778424059902,0.5560041432155077
23644,1.25,0.1344444453716278,0.15000000596046448,9.0,10.5,0.5,1.4716800192534454,0.5560041903972753
23645,1.25,0.1344444453716278,0.15000000596046448,9.0,11.0,0.0,1.5245751350647296,0.6095590189202209
23646,1.25,0.1344444453716278,0.15000000596046448,9.0,11.0,0.125,1.5245751590201626,0.6095590245557645
23647,1.25,0.1344444453716278,0.15000000596046448,9.0,11.0,0.25,1.524576557952738,0.6095593648027973
23648,1.25,0.1344444453716278,0.15000000596046448,9.0,11.0,0.375,1.5245752663647576,0.609559032454246
23649,1.25,0.1344444453716278,0.15000000596046448,9.0,11.0,0.5,1.5245756950838256,0.6095590503023804
23650,1.25,0.1344444453716278,0.15000000596046448,9.5,9.0,0.0,1.3351821567909052,0.3591285759933174
23651,1.25,0.1344444453716278,0.15000000596046448,9.5,9.0,0.125,1.3351807718198623,0.35912805581755636
23652,1.25,0.1344444453716278,0.15000000596046448,9.5,9.0,0.25,1.335179540253429,0.3591278315982174
23653,1.25,0.1344444453716278,0.15000000596046448,9.5,9.0,0.375,1.3351800019094677,0.35912782199862064
23654,1.25,0.1344444453716278,0.15000000596046448,9.5,9.0,0.5,1.3351821567909052,0.35912754545300896
23655,1.25,0.1344444453716278,0.15000000596046448,9.5,9.5,0.0,1.376104549647512,0.43144768156662056
23656,1.25,0.1344444453716278,0.15000000596046448,9.5,9.5,0.125,1.376104920855062,0.43144774948245956
23657,1.25,0.1344444453716278,0.15000000596046448,9.5,9.5,0.25,1.3761078989783235,0.43144809456513167
23658,1.25,0.1344444453716278,0.15000000596046448,9.5,9.5,0.375,1.3761052427052634,0.4314476611052849
23659,1.25,0.1344444453716278,0.15000000596046448,9.5,9.5,0.5,1.3761044289537725,0.43144762350619836
23660,1.25,0.1344444453716278,0.15000000596046448,9.5,10.0,0.0,1.4219294807165572,0.4968522974407288
23661,1.25,0.1344444453716278,0.15000000596046448,9.5,10.0,0.125,1.4219295953014748,0.4968523031340855
23662,1.25,0.1344444453716278,0.15000000596046448,9.5,10.0,0.25,1.4219296076477033,0.49685227087140904
23663,1.25,0.1344444453716278,0.15000000596046448,9.5,10.0,0.375,1.4219294908951654,0.49685222735587203
23664,1.25,0.1344444453716278,0.15000000596046448,9.5,10.0,0.5,1.4219293964047937,0.49685220543196973
23665,1.25,0.1344444453716278,0.15000000596046448,9.5,10.5,0.0,1.4716792602314763,0.5560048653126494
23666,1.25,0.1344444453716278,0.15000000596046448,9.5,10.5,0.125,1.471677578246747,0.5560041386245187
23667,1.25,0.1344444453716278,0.15000000596046448,9.5,10.5,0.25,1.4716775318846713,0.5560041139820502
23668,1.25,0.1344444453716278,0.15000000596046448,9.5,10.5,0.375,1.4716778424059904,0.5560041432155078
23669,1.25,0.1344444453716278,0.15000000596046448,9.5,10.5,0.5,1.4716800192534456,0.5560041903972754
23670,1.25,0.1344444453716278,0.15000000596046448,9.5,11.0,0.0,1.5245751350647296,0.6095590189202209
23671,1.25,0.1344444453716278,0.15000000596046448,9.5,11.0,0.125,1.524575159020163,0.6095590245557646
23672,1.25,0.1344444453716278,0.15000000596046448,9.5,11.0,0.25,1.5245765579527377,0.6095593648027973
23673,1.25,0.1344444453716278,0.15000000596046448,9.5,11.0,0.375,1.5245752663647574,0.609559032454246
23674,1.25,0.1344444453716278,0.15000000596046448,9.5,11.0,0.5,1.5245756950838256,0.6095590503023804
23675,1.25,0.1344444453716278,0.15000000596046448,10.0,9.0,0.0,1.3351821567909055,0.35912857599331743
23676,1.25,0.1344444453716278,0.15000000596046448,10.0,9.0,0.125,1.3351807718198623,0.35912805581755636
23677,1.25,0.1344444453716278,0.15000000596046448,10.0,9.0,0.25,1.335179540253429,0.35912783159821743
23678,1.25,0.1344444453716278,0.15000000596046448,10.0,9.0,0.375,1.3351800019094677,0.35912782199862064
23679,1.25,0.1344444453716278,0.15000000596046448,10.0,9.0,0.5,1.3351821567909055,0.35912754545300885
23680,1.25,0.1344444453716278,0.15000000596046448,10.0,9.5,0.0,1.3761045496475117,0.4314476815666205
23681,1.25,0.1344444453716278,0.15000000596046448,10.0,9.5,0.125,1.3761049208550618,0.4314477494824595
23682,1.25,0.1344444453716278,0.15000000596046448,10.0,9.5,0.25,1.3761078989783235,0.4314480945651316
23683,1.25,0.1344444453716278,0.15000000596046448,10.0,9.5,0.375,1.3761052427052634,0.4314476611052848
23684,1.25,0.1344444453716278,0.15000000596046448,10.0,9.5,0.5,1.3761044289537725,0.4314476235061983
23685,1.25,0.1344444453716278,0.15000000596046448,10.0,10.0,0.0,1.4219294807165572,0.4968522974407289
23686,1.25,0.1344444453716278,0.15000000596046448,10.0,10.0,0.125,1.4219295953014746,0.4968523031340855
23687,1.25,0.1344444453716278,0.15000000596046448,10.0,10.0,0.25,1.4219296076477028,0.49685227087140915
23688,1.25,0.1344444453716278,0.15000000596046448,10.0,10.0,0.375,1.4219294908951654,0.49685222735587203
23689,1.25,0.1344444453716278,0.15000000596046448,10.0,10.0,0.5,1.4219293964047939,0.4968522054319697
23690,1.25,0.1344444453716278,0.15000000596046448,10.0,10.5,0.0,1.4716792602314765,0.5560048653126494
23691,1.25,0.1344444453716278,0.15000000596046448,10.0,10.5,0.125,1.4716775782467468,0.5560041386245189
23692,1.25,0.1344444453716278,0.15000000596046448,10.0,10.5,0.25,1.4716775318846713,0.5560041139820502
23693,1.25,0.1344444453716278,0.15000000596046448,10.0,10.5,0.375,1.4716778424059902,0.5560041432155077
23694,1.25,0.1344444453716278,0.15000000596046448,10.0,10.5,0.5,1.4716800192534456,0.5560041903972753
23695,1.25,0.1344444453716278,0.15000000596046448,10.0,11.0,0.0,1.5245751350647296,0.6095590189202209
23696,1.25,0.1344444453716278,0.15000000596046448,10.0,11.0,0.125,1.5245751590201626,0.6095590245557645
23697,1.25,0.1344444453716278,0.15000000596046448,10.0,11.0,0.25,1.524576557952738,0.6095593648027973
23698,1.25,0.1344444453716278,0.15000000596046448,10.0,11.0,0.375,1.5245752663647574,0.6095590324542459
23699,1.25,0.1344444453716278,0.15000000596046448,10.0,11.0,0.5,1.5245756950838254,0.6095590503023804
23700,1.25,0.1344444453716278,0.15000000596046448,10.5,9.0,0.0,1.3351821567909052,0.3591285759933174
23701,1.25,0.1344444453716278,0.15000000596046448,10.5,9.0,0.125,1.3351807718198623,0.35912805581755636
23702,1.25,0.1344444453716278,0.15000000596046448,10.5,9.0,0.25,1.335179540253429,0.35912783159821743
23703,1.25,0.1344444453716278,0.15000000596046448,10.5,9.0,0.375,1.3351800019094677,0.35912782199862064
23704,1.25,0.1344444453716278,0.15000000596046448,10.5,9.0,0.5,1.3351821567909052,0.35912754545300873
23705,1.25,0.1344444453716278,0.15000000596046448,10.5,9.5,0.0,1.376104549647512,0.4314476815666205
23706,1.25,0.1344444453716278,0.15000000596046448,10.5,9.5,0.125,1.3761049208550618,0.43144774948245956
23707,1.25,0.1344444453716278,0.15000000596046448,10.5,9.5,0.25,1.3761078989783238,0.43144809456513167
23708,1.25,0.1344444453716278,0.15000000596046448,10.5,9.5,0.375,1.3761052427052634,0.4314476611052849
23709,1.25,0.1344444453716278,0.15000000596046448,10.5,9.5,0.5,1.3761044289537727,0.43144762350619825
23710,1.25,0.1344444453716278,0.15000000596046448,10.5,10.0,0.0,1.4219294807165572,0.4968522974407289
23711,1.25,0.1344444453716278,0.15000000596046448,10.5,10.0,0.125,1.4219295953014748,0.49685230313408557
23712,1.25,0.1344444453716278,0.15000000596046448,10.5,10.0,0.25,1.4219296076477033,0.49685227087140904
23713,1.25,0.1344444453716278,0.15000000596046448,10.5,10.0,0.375,1.4219294908951652,0.496852227355872
23714,1.25,0.1344444453716278,0.15000000596046448,10.5,10.0,0.5,1.4219293964047937,0.49685220543196956
23715,1.25,0.1344444453716278,0.15000000596046448,10.5,10.5,0.0,1.4716792602314765,0.5560048653126494
23716,1.25,0.1344444453716278,0.15000000596046448,10.5,10.5,0.125,1.471677578246747,0.5560041386245187
23717,1.25,0.1344444453716278,0.15000000596046448,10.5,10.5,0.25,1.4716775318846713,0.5560041139820501
23718,1.25,0.1344444453716278,0.15000000596046448,10.5,10.5,0.375,1.4716778424059902,0.5560041432155078
23719,1.25,0.1344444453716278,0.15000000596046448,10.5,10.5,0.5,1.4716800192534456,0.5560041903972752
23720,1.25,0.1344444453716278,0.15000000596046448,10.5,11.0,0.0,1.5245751350647299,0.6095590189202209
23721,1.25,0.1344444453716278,0.15000000596046448,10.5,11.0,0.125,1.5245751590201628,0.6095590245557644
23722,1.25,0.1344444453716278,0.15000000596046448,10.5,11.0,0.25,1.524576557952738,0.6095593648027973
23723,1.25,0.1344444453716278,0.15000000596046448,10.5,11.0,0.375,1.5245752663647574,0.609559032454246
23724,1.25,0.1344444453716278,0.15000000596046448,10.5,11.0,0.5,1.5245756950838258,0.6095590503023803
23725,1.25,0.1344444453716278,0.15000000596046448,11.0,9.0,0.0,1.335182156790905,0.35912857599331743
23726,1.25,0.1344444453716278,0.15000000596046448,11.0,9.0,0.125,1.335180771819862,0.35912805581755636
23727,1.25,0.1344444453716278,0.15000000596046448,11.0,9.0,0.25,1.335179540253429,0.3591278315982175
23728,1.25,0.1344444453716278,0.15000000596046448,11.0,9.0,0.375,1.3351800019094677,0.3591278219986206
23729,1.25,0.1344444453716278,0.15000000596046448,11.0,9.0,0.5,1.3351821567909052,0.35912754545300885
23730,1.25,0.1344444453716278,0.15000000596046448,11.0,9.5,0.0,1.3761045496475117,0.4314476815666205
23731,1.25,0.1344444453716278,0.15000000596046448,11.0,9.5,0.125,1.3761049208550618,0.4314477494824596
23732,1.25,0.1344444453716278,0.15000000596046448,11.0,9.5,0.25,1.3761078989783235,0.43144809456513156
23733,1.25,0.1344444453716278,0.15000000596046448,11.0,9.5,0.375,1.3761052427052636,0.43144766110528476
23734,1.25,0.1344444453716278,0.15000000596046448,11.0,9.5,0.5,1.3761044289537727,0.43144762350619825
23735,1.25,0.1344444453716278,0.15000000596046448,11.0,10.0,0.0,1.4219294807165572,0.4968522974407289
23736,1.25,0.1344444453716278,0.15000000596046448,11.0,10.0,0.125,1.4219295953014748,0.4968523031340855
23737,1.25,0.1344444453716278,0.15000000596046448,11.0,10.0,0.25,1.4219296076477033,0.49685227087140904
23738,1.25,0.1344444453716278,0.15000000596046448,11.0,10.0,0.375,1.4219294908951652,0.496852227355872
23739,1.25,0.1344444453716278,0.15000000596046448,11.0,10.0,0.5,1.4219293964047939,0.4968522054319697
23740,1.25,0.1344444453716278,0.15000000596046448,11.0,10.5,0.0,1.4716792602314765,0.5560048653126494
23741,1.25,0.1344444453716278,0.15000000596046448,11.0,10.5,0.125,1.4716775782467468,0.5560041386245187
23742,1.25,0.1344444453716278,0.15000000596046448,11.0,10.5,0.25,1.4716775318846715,0.5560041139820501
23743,1.25,0.1344444453716278,0.15000000596046448,11.0,10.5,0.375,1.4716778424059904,0.5560041432155077
23744,1.25,0.1344444453716278,0.15000000596046448,11.0,10.5,0.5,1.4716800192534454,0.5560041903972753
23745,1.25,0.1344444453716278,0.15000000596046448,11.0,11.0,0.0,1.5245751350647299,0.6095590189202209
23746,1.25,0.1344444453716278,0.15000000596046448,11.0,11.0,0.125,1.524575159020163,0.6095590245557646
23747,1.25,0.1344444453716278,0.15000000596046448,11.0,11.0,0.25,1.524576557952738,0.6095593648027973
23748,1.25,0.1344444453716278,0.15000000596046448,11.0,11.0,0.375,1.5245752663647576,0.6095590324542459
23749,1.25,0.1344444453716278,0.15000000596046448,11.0,11.0,0.5,1.5245756950838258,0.6095590503023804
23750,1.25,0.14222222566604614,0.05000000074505806,9.0,9.0,0.0,1.565338788503284,-0.6459149231793556
23751,1.25,0.14222222566604614,0.05000000074505806,9.0,9.0,0.125,1.5653378542411454,-0.6459144734107373
23752,1.25,0.14222222566604614,0.05000000074505806,9.0,9.0,0.25,1.5653383465866948,-0.6459148666117334
23753,1.25,0.14222222566604614,0.05000000074505806,9.0,9.0,0.375,1.5653379398125555,-0.6459145629584044
23754,1.25,0.14222222566604614,0.05000000074505806,9.0,9.0,0.5,1.565338788503284,-0.6459157932541784
23755,1.25,0.14222222566604614,0.05000000074505806,9.0,9.5,0.0,1.459878603119248,-0.5428583101079111
23756,1.25,0.14222222566604614,0.05000000074505806,9.0,9.5,0.125,1.459878650610966,-0.5428583498138871
23757,1.25,0.14222222566604614,0.05000000074505806,9.0,9.5,0.25,1.4598803912081053,-0.5428595845243279
23758,1.25,0.14222222566604614,0.05000000074505806,9.0,9.5,0.375,1.4598785333483617,-0.5428583009523628
23759,1.25,0.14222222566604614,0.05000000074505806,9.0,9.5,0.5,1.4598785113012354,-0.54285828644031
23760,1.25,0.14222222566604614,0.05000000074505806,9.0,10.0,0.0,1.3770719380623453,-0.43297127661925633
23761,1.25,0.14222222566604614,0.05000000074505806,9.0,10.0,0.125,1.3770719726944436,-0.43297129386673394
23762,1.25,0.14222222566604614,0.05000000074505806,9.0,10.0,0.25,1.3770720288863934,-0.4329713336455209
23763,1.25,0.14222222566604614,0.05000000074505806,9.0,10.0,0.375,1.377072106638198,-0.4329714102858928
23764,1.25,0.14222222566604614,0.05000000074505806,9.0,10.0,0.5,1.3770722059498635,-0.4329715475873652
23765,1.25,0.14222222566604614,0.05000000074505806,9.0,10.5,0.0,1.3159693090603921,-0.317974521629593
23766,1.25,0.14222222566604614,0.05000000074505806,9.0,10.5,0.125,1.3159714093773032,-0.3179753545702702
23767,1.25,0.14222222566604614,0.05000000074505806,9.0,10.5,0.25,1.3159691940994431,-0.3179746270021062
23768,1.25,0.14222222566604614,0.05000000074505806,9.0,10.5,0.375,1.3159686476849246,-0.3179743656756857
23769,1.25,0.14222222566604614,0.05000000074505806,9.0,10.5,0.5,1.315968670971785,-0.31797438903981134
23770,1.25,0.14222222566604614,0.05000000074505806,9.0,11.0,0.0,1.2754931648545056,-0.2002687647931077
23771,1.25,0.14222222566604614,0.05000000074505806,9.0,11.0,0.125,1.2754934655199621,-0.20026885220192148
23772,1.25,0.14222222566604614,0.05000000074505806,9.0,11.0,0.25,1.2754935602385784,-0.20026893115859956
23773,1.25,0.14222222566604614,0.05000000074505806,9.0,11.0,0.375,1.2754936884179338,-0.2002690572070427
23774,1.25,0.14222222566604614,0.05000000074505806,9.0,11.0,0.5,1.275493365567361,-0.2002689351073963
23775,1.25,0.14222222566604614,0.05000000074505806,9.5,9.0,0.0,1.565338788503284,-0.6459149231793557
23776,1.25,0.14222222566604614,0.05000000074505806,9.5,9.0,0.125,1.5653378542411454,-0.645914473410737
23777,1.25,0.14222222566604614,0.05000000074505806,9.5,9.0,0.25,1.5653383465866946,-0.6459148666117331
23778,1.25,0.14222222566604614,0.05000000074505806,9.5,9.0,0.375,1.5653379398125558,-0.6459145629584042
23779,1.25,0.14222222566604614,0.05000000074505806,9.5,9.0,0.5,1.5653387885032835,-0.6459157932541788
23780,1.25,0.14222222566604614,0.05000000074505806,9.5,9.5,0.0,1.4598786031192479,-0.5428583101079111
23781,1.25,0.14222222566604614,0.05000000074505806,9.5,9.5,0.125,1.4598786506109662,-0.5428583498138871
23782,1.25,0.14222222566604614,0.05000000074505806,9.5,9.5,0.25,1.4598803912081053,-0.5428595845243277
23783,1.25,0.14222222566604614,0.05000000074505806,9.5,9.5,0.375,1.4598785333483617,-0.5428583009523628
23784,1.25,0.14222222566604614,0.05000000074505806,9.5,9.5,0.5,1.4598785113012358,-0.54285828644031
23785,1.25,0.14222222566604614,0.05000000074505806,9.5,10.0,0.0,1.3770719380623453,-0.4329712766192562
23786,1.25,0.14222222566604614,0.05000000074505806,9.5,10.0,0.125,1.3770719726944438,-0.43297129386673383
23787,1.25,0.14222222566604614,0.05000000074505806,9.5,10.0,0.25,1.3770720288863934,-0.4329713336455209
23788,1.25,0.14222222566604614,0.05000000074505806,9.5,10.0,0.375,1.3770721066381975,-0.4329714102858926
23789,1.25,0.14222222566604614,0.05000000074505806,9.5,10.0,0.5,1.3770722059498635,-0.4329715475873652
23790,1.25,0.14222222566604614,0.05000000074505806,9.5,10.5,0.0,1.3159693090603923,-0.3179745216295932
23791,1.25,0.14222222566604614,0.05000000074505806,9.5,10.5,0.125,1.3159714093773034,-0.31797535457027026
23792,1.25,0.14222222566604614,0.05000000074505806,9.5,10.5,0.25,1.315969194099443,-0.31797462700210644
23793,1.25,0.14222222566604614,0.05000000074505806,9.5,10.5,0.375,1.3159686476849244,-0.3179743656756857
23794,1.25,0.14222222566604614,0.05000000074505806,9.5,10.5,0.5,1.3159686709717853,-0.31797438903981134
23795,1.25,0.14222222566604614,0.05000000074505806,9.5,11.0,0.0,1.2754931648545056,-0.20026876479310768
23796,1.25,0.14222222566604614,0.05000000074505806,9.5,11.0,0.125,1.2754934655199623,-0.20026885220192153
23797,1.25,0.14222222566604614,0.05000000074505806,9.5,11.0,0.25,1.2754935602385784,-0.20026893115859956
23798,1.25,0.14222222566604614,0.05000000074505806,9.5,11.0,0.375,1.2754936884179333,-0.2002690572070429
23799,1.25,0.14222222566604614,0.05000000074505806,9.5,11.0,0.5,1.2754933655673608,-0.2002689351073963
23800,1.25,0.14222222566604614,0.05000000074505806,10.0,9.0,0.0,1.565338788503284,-0.6459149231793555
23801,1.25,0.14222222566604614,0.05000000074505806,10.0,9.0,0.125,1.5653378542411456,-0.6459144734107373
23802,1.25,0.14222222566604614,0.05000000074505806,10.0,9.0,0.25,1.5653383465866946,-0.6459148666117334
23803,1.25,0.14222222566604614,0.05000000074505806,10.0,9.0,0.375,1.565337939812556,-0.6459145629584042
23804,1.25,0.14222222566604614,0.05000000074505806,10.0,9.0,0.5,1.5653387885032841,-0.6459157932541784
23805,1.25,0.14222222566604614,0.05000000074505806,10.0,9.5,0.0,1.4598786031192479,-0.5428583101079111
23806,1.25,0.14222222566604614,0.05000000074505806,10.0,9.5,0.125,1.4598786506109662,-0.5428583498138871
23807,1.25,0.14222222566604614,0.05000000074505806,10.0,9.5,0.25,1.4598803912081055,-0.542859584524328
23808,1.25,0.14222222566604614,0.05000000074505806,10.0,9.5,0.375,1.4598785333483617,-0.5428583009523626
23809,1.25,0.14222222566604614,0.05000000074505806,10.0,9.5,0.5,1.4598785113012356,-0.5428582864403095
23810,1.25,0.14222222566604614,0.05000000074505806,10.0,10.0,0.0,1.3770719380623455,-0.4329712766192562
23811,1.25,0.14222222566604614,0.05000000074505806,10.0,10.0,0.125,1.377071972694444,-0.43297129386673394
23812,1.25,0.14222222566604614,0.05000000074505806,10.0,10.0,0.25,1.3770720288863931,-0.43297133364552054
23813,1.25,0.14222222566604614,0.05000000074505806,10.0,10.0,0.375,1.3770721066381977,-0.4329714102858926
23814,1.25,0.14222222566604614,0.05000000074505806,10.0,10.0,0.5,1.3770722059498635,-0.4329715475873652
23815,1.25,0.14222222566604614,0.05000000074505806,10.0,10.5,0.0,1.3159693090603923,-0.31797452162959305
23816,1.25,0.14222222566604614,0.05000000074505806,10.0,10.5,0.125,1.3159714093773032,-0.3179753545702702
23817,1.25,0.14222222566604614,0.05000000074505806,10.0,10.5,0.25,1.3159691940994431,-0.31797462700210644
23818,1.25,0.14222222566604614,0.05000000074505806,10.0,10.5,0.375,1.3159686476849244,-0.3179743656756858
23819,1.25,0.14222222566604614,0.05000000074505806,10.0,10.5,0.5,1.315968670971785,-0.31797438903981134
23820,1.25,0.14222222566604614,0.05000000074505806,10.0,11.0,0.0,1.2754931648545056,-0.2002687647931077
23821,1.25,0.14222222566604614,0.05000000074505806,10.0,11.0,0.125,1.2754934655199623,-0.20026885220192153
23822,1.25,0.14222222566604614,0.05000000074505806,10.0,11.0,0.25,1.2754935602385784,-0.2002689311585995
23823,1.25,0.14222222566604614,0.05000000074505806,10.0,11.0,0.375,1.2754936884179335,-0.20026905720704302
23824,1.25,0.14222222566604614,0.05000000074505806,10.0,11.0,0.5,1.275493365567361,-0.20026893510739652
23825,1.25,0.14222222566604614,0.05000000074505806,10.5,9.0,0.0,1.565338788503284,-0.6459149231793555
23826,1.25,0.14222222566604614,0.05000000074505806,10.5,9.0,0.125,1.5653378542411454,-0.645914473410737
23827,1.25,0.14222222566604614,0.05000000074505806,10.5,9.0,0.25,1.5653383465866948,-0.6459148666117335
23828,1.25,0.14222222566604614,0.05000000074505806,10.5,9.0,0.375,1.5653379398125555,-0.6459145629584042
23829,1.25,0.14222222566604614,0.05000000074505806,10.5,9.0,0.5,1.565338788503284,-0.6459157932541784
23830,1.25,0.14222222566604614,0.05000000074505806,10.5,9.5,0.0,1.459878603119248,-0.5428583101079111
23831,1.25,0.14222222566604614,0.05000000074505806,10.5,9.5,0.125,1.459878650610966,-0.5428583498138869
23832,1.25,0.14222222566604614,0.05000000074505806,10.5,9.5,0.25,1.4598803912081053,-0.5428595845243279
23833,1.25,0.14222222566604614,0.05000000074505806,10.5,9.5,0.375,1.4598785333483617,-0.5428583009523628
23834,1.25,0.14222222566604614,0.05000000074505806,10.5,9.5,0.5,1.4598785113012356,-0.54285828644031
23835,1.25,0.14222222566604614,0.05000000074505806,10.5,10.0,0.0,1.3770719380623455,-0.43297127661925633
23836,1.25,0.14222222566604614,0.05000000074505806,10.5,10.0,0.125,1.3770719726944438,-0.43297129386673394
23837,1.25,0.14222222566604614,0.05000000074505806,10.5,10.0,0.25,1.3770720288863931,-0.43297133364552076
23838,1.25,0.14222222566604614,0.05000000074505806,10.5,10.0,0.375,1.3770721066381977,-0.4329714102858926
23839,1.25,0.14222222566604614,0.05000000074505806,10.5,10.0,0.5,1.3770722059498635,-0.43297154758736545
23840,1.25,0.14222222566604614,0.05000000074505806,10.5,10.5,0.0,1.3159693090603923,-0.31797452162959305
23841,1.25,0.14222222566604614,0.05000000074505806,10.5,10.5,0.125,1.3159714093773034,-0.31797535457027015
23842,1.25,0.14222222566604614,0.05000000074505806,10.5,10.5,0.25,1.315969194099443,-0.31797462700210644
23843,1.25,0.14222222566604614,0.05000000074505806,10.5,10.5,0.375,1.3159686476849244,-0.3179743656756858
23844,1.25,0.14222222566604614,0.05000000074505806,10.5,10.5,0.5,1.3159686709717853,-0.31797438903981123
23845,1.25,0.14222222566604614,0.05000000074505806,10.5,11.0,0.0,1.2754931648545058,-0.2002687647931077
23846,1.25,0.14222222566604614,0.05000000074505806,10.5,11.0,0.125,1.2754934655199628,-0.20026885220192148
23847,1.25,0.14222222566604614,0.05000000074505806,10.5,11.0,0.25,1.2754935602385786,-0.20026893115859962
23848,1.25,0.14222222566604614,0.05000000074505806,10.5,11.0,0.375,1.2754936884179335,-0.2002690572070429
23849,1.25,0.14222222566604614,0.05000000074505806,10.5,11.0,0.5,1.275493365567361,-0.20026893510739663
23850,1.25,0.14222222566604614,0.05000000074505806,11.0,9.0,0.0,1.5653387885032835,-0.6459149231793557
23851,1.25,0.14222222566604614,0.05000000074505806,11.0,9.0,0.125,1.5653378542411454,-0.6459144734107369
23852,1.25,0.14222222566604614,0.05000000074505806,11.0,9.0,0.25,1.5653383465866946,-0.6459148666117334
23853,1.25,0.14222222566604614,0.05000000074505806,11.0,9.0,0.375,1.5653379398125558,-0.6459145629584042
23854,1.25,0.14222222566604614,0.05000000074505806,11.0,9.0,0.5,1.5653387885032837,-0.6459157932541788
23855,1.25,0.14222222566604614,0.05000000074505806,11.0,9.5,0.0,1.459878603119248,-0.5428583101079111
23856,1.25,0.14222222566604614,0.05000000074505806,11.0,9.5,0.125,1.4598786506109662,-0.5428583498138871
23857,1.25,0.14222222566604614,0.05000000074505806,11.0,9.5,0.25,1.4598803912081055,-0.5428595845243279
23858,1.25,0.14222222566604614,0.05000000074505806,11.0,9.5,0.375,1.4598785333483617,-0.5428583009523628
23859,1.25,0.14222222566604614,0.05000000074505806,11.0,9.5,0.5,1.4598785113012358,-0.54285828644031
23860,1.25,0.14222222566604614,0.05000000074505806,11.0,10.0,0.0,1.3770719380623453,-0.4329712766192562
23861,1.25,0.14222222566604614,0.05000000074505806,11.0,10.0,0.125,1.3770719726944438,-0.43297129386673394
23862,1.25,0.14222222566604614,0.05000000074505806,11.0,10.0,0.25,1.3770720288863931,-0.4329713336455209
23863,1.25,0.14222222566604614,0.05000000074505806,11.0,10.0,0.375,1.3770721066381977,-0.4329714102858926
23864,1.25,0.14222222566604614,0.05000000074505806,11.0,10.0,0.5,1.3770722059498632,-0.4329715475873652
23865,1.25,0.14222222566604614,0.05000000074505806,11.0,10.5,0.0,1.3159693090603923,-0.31797452162959305
23866,1.25,0.14222222566604614,0.05000000074505806,11.0,10.5,0.125,1.3159714093773034,-0.3179753545702702
23867,1.25,0.14222222566604614,0.05000000074505806,11.0,10.5,0.25,1.3159691940994431,-0.31797462700210644
23868,1.25,0.14222222566604614,0.05000000074505806,11.0,10.5,0.375,1.315968647684924,-0.3179743656756857
23869,1.25,0.14222222566604614,0.05000000074505806,11.0,10.5,0.5,1.315968670971785,-0.31797438903981134
23870,1.25,0.14222222566604614,0.05000000074505806,11.0,11.0,0.0,1.2754931648545056,-0.20026876479310768
23871,1.25,0.14222222566604614,0.05000000074505806,11.0,11.0,0.125,1.2754934655199626,-0.20026885220192153
